,Flight Name,Departure time,Arrival time,Source,Destination,No of Stop,Duration,Date of Journey,Price
7528,Air India,14:40,13:05+1D,Kolkata,Bhubaneswar,2 Stops,22h 25m,10 Feb 22,6986
5190,SpiceJet,08:15,09:40,Goa In,Hyderabad,Non Stop,1h 25m,10 Feb 22,4474
4258,IndiGo,13:05,14:10,Chennai,Bengaluru,Non Stop,1h 05m,10 Feb 22,1652
3336,Air India,05:35,14:45+1D,Delhi,Goa In,2 Stops,33h 10m,10 Feb 22,9513
8089,IndiGo,17:30,18:35,Kolkata,Patna,Non Stop,1h 05m,10 Feb 22,2915
8723,IndiGo,10:40,20:50,Lucknow,Mumbai,1 Stop,10h 10m,10 Feb 22,4023
9181,Vistara,17:30,19:15,Mumbai,Bengaluru,Non Stop,1h 45m,10 Feb 22,5101
239,IndiGo,20:45,01:35+1D,Ahmedabad,Goa In,1 Stop,4h 50m,10 Feb 22,5059
8556,Vistara,10:05,14:05+1D,Lucknow,Goa In,2 Stops,28h 00m,10 Feb 22,13687
8129,Vistara,07:10,10:05+1D,Kolkata,Patna,1 Stop,26h 55m,10 Feb 22,9709
8709,Go First,18:25,04:15+1D,Lucknow,Mumbai,1 Stop,9h 50m,10 Feb 22,3734
8206,SpiceJet,18:10,16:50+1D,Kolkata,Pune,1 Stop,22h 40m,10 Feb 22,7661
4734,Air India,09:55,19:10,Chennai,Jaipur,1 Stop,9h 15m,10 Feb 22,3792
244,Air India,21:00,22:25+1D,Ahmedabad,Goa In,2 Stops,25h 25m,10 Feb 22,5708
6779,Go First,13:20,15:25,Jaipur,Hyderabad,Non Stop,2h 05m,10 Feb 22,4590
2471,Air India,07:35,13:40+1D,Bengaluru,Srinagar,3 Stops,30h 05m,10 Feb 22,7242
984,Vistara,19:55,22:35+1D,Bengaluru,Ahmedabad,2 Stops,26h 40m,10 Feb 22,13124
5826,Go First,15:55,23:15,Guwahati,Mumbai,1 Stop,7h 20m,10 Feb 22,5136
5121,Go First,06:40,14:10,Goa In,Bengaluru,1 Stop,7h 30m,10 Feb 22,3608
9640,Air India,16:00,00:35+1D,Mumbai,Goa In,1 Stop,8h 35m,10 Feb 22,6085
8712,Go First,07:30,15:35,Lucknow,Mumbai,1 Stop,8h 05m,10 Feb 22,3734
2378,Go First,20:55,11:45+1D,Bengaluru,Pune,1 Stop,14h 50m,10 Feb 22,5175
9664,Air India,16:00,17:00+1D,Mumbai,Goa In,3 Stops,25h 00m,10 Feb 22,7268
3620,Go First,09:10,16:15,Delhi,Kolkata,1 Stop,7h 05m,10 Feb 22,4552
1376,Air India,06:45,18:45+1D,Bengaluru,Guwahati,3 Stops,36h 00m,10 Feb 22,6709
8789,Air India,20:15,21:05+1D,Lucknow,Mumbai,2 Stops,24h 50m,10 Feb 22,6473
7372,SpiceJet,07:45,18:50,Kolkata,Ahmedabad,1 Stop,11h 05m,10 Feb 22,8538
279,Air India,18:45,14:45+1D,Ahmedabad,Goa In,2 Stops,20h 00m,10 Feb 22,8658
6955,Air India,13:30,23:40+1D,Jaipur,Kolkata,2 Stops,34h 10m,10 Feb 22,6754
5934,Vistara,18:05,18:20+1D,Guwahati,Mumbai,2 Stops,24h 15m,10 Feb 22,15589
139,Go First,09:00,10:30,Mumbai,Goa,Non Stop,1h 30m,"Thu, 3 Feb","1,998"
5284,Vistara,14:40,12:15+1D,Goa In,Hyderabad,2 Stops,21h 35m,10 Feb 22,11834
6296,Air India,20:50,23:35+1D,Hyderabad,Chennai,1 Stop,26h 45m,10 Feb 22,4227
8781,Air India,17:05,23:05+1D,Lucknow,Mumbai,3 Stops,30h 00m,10 Feb 22,6423
5202,Air India,23:00,20:15+1D,Goa In,Hyderabad,2 Stops,21h 15m,10 Feb 22,5063
232,Air India,13:50,16:20,Bangalore,Lucknow,Non Stop,2h 30m,"Fri, 4 Feb","3,021"
671,Air India,21:00,13:35+1D,Ahmedabad,Mumbai,2 Stops,40h 35m,10 Feb 22,6500
2961,AirAsia I.,12:40,23:50,Delhi,Bengaluru,1 Stop,11h 10m,10 Feb 22,5760
5435,Air India,21:00,18:10+1D,Goa In,Pune,2 Stops,21h 10m,10 Feb 22,7472
1556,Vistara,19:00,12:15+1D,Bengaluru,Hyderabad,1 Stop,17h 15m,10 Feb 22,7811
6036,Air India,11:20,18:15+1D,Hyderabad,Ahmedabad,3 Stops,30h 55m,10 Feb 22,7597
5265,Air India,21:00,19:20+1D,Goa In,Hyderabad,2 Stops,22h 20m,10 Feb 22,7323
1188,Air India,17:50,19:00+1D,Bengaluru,Chennai,1 Stop,25h 10m,10 Feb 22,5500
6841,Air India,14:00,10:30+1D,Jaipur,Hyderabad,2 Stops,20h 30m,10 Feb 22,6145
3404,Air India,09:00,20:15+1D,Delhi,Hyderabad,2 Stops,35h 15m,10 Feb 22,5435
8330,Air India,08:55,22:15+1D,Lucknow,Bengaluru,2 Stops,37h 20m,10 Feb 22,4855
7227,Go First,16:20,21:25,Kochi,Mumbai,1 Stop,5h 05m,10 Feb 22,5485
3306,SpiceJet,20:35,06:00+1D,Delhi,Goa In,1 Stop,9h 25m,10 Feb 22,5527
296,Air India,18:45,20:30+1D,Ahmedabad,Goa In,2 Stops,25h 45m,10 Feb 22,9678
6734,SpiceJet,06:25,20:35,Jaipur,Goa In,1 Stop,14h 10m,10 Feb 22,6120
9207,Air India,08:00,20:05,Mumbai,Bengaluru,1 Stop,12h 05m,10 Feb 22,5243
5816,Air India,18:10,17:50+1D,Guwahati,Mumbai,2 Stops,23h 40m,10 Feb 22,4927
1171,Air India,17:50,12:40+1D,Bengaluru,Chennai,1 Stop,18h 50m,10 Feb 22,5185
9249,Air India,09:50,12:30+1D,Mumbai,Bengaluru,2 Stops,26h 40m,10 Feb 22,8618
5845,Air India,11:40,17:25+1D,Guwahati,Mumbai,3 Stops,29h 45m,10 Feb 22,5842
2995,Vistara,07:30,19:30,Delhi,Bengaluru,1 Stop,12h 00m,10 Feb 22,9838
9297,Vistara,20:55,10:50+1D,Mumbai,Bengaluru,1 Stop,13h 55m,10 Feb 22,11127
8127,Vistara,15:20,10:05+1D,Kolkata,Patna,1 Stop,18h 45m,10 Feb 22,9709
4030,Air India,19:10,21:10,Delhi,Pune,Non Stop,2h 00m,10 Feb 22,2245
5824,Go First,15:30,23:15,Guwahati,Mumbai,1 Stop,7h 45m,10 Feb 22,5136
3158,Air India,17:50,16:15+1D,Delhi,Chennai,4 Stops,22h 25m,10 Feb 22,6853
7882,Go First,12:30,21:15,Kolkata,Jaipur,1 Stop,8h 45m,10 Feb 22,5438
7548,Vistara,07:10,12:25,Kolkata,Bhubaneswar,1 Stop,5h 15m,10 Feb 22,10423
8329,Air India,20:15,22:15+1D,Lucknow,Bengaluru,2 Stops,26h 00m,10 Feb 22,4855
6544,Air India,14:00,18:40+1D,Jaipur,Ahmedabad,2 Stops,28h 40m,10 Feb 22,6212
4480,Vistara,17:10,12:45+1D,Chennai,Goa In,2 Stops,19h 35m,10 Feb 22,17923
2194,Go First,20:55,07:45+1D,Bengaluru,Patna,1 Stop,10h 50m,10 Feb 22,4898
6619,Air India,13:30,18:30+1D,Jaipur,Bengaluru,2 Stops,29h 00m,10 Feb 22,6051
4199,Vistara,20:30,20:05+1D,Chennai,Ahmedabad,2 Stops,23h 35m,10 Feb 22,16171
8006,Go First,16:25,02:00+1D,Kolkata,Mumbai,1 Stop,9h 35m,10 Feb 22,7799
8000,Air India,09:50,11:15+1D,Kolkata,Mumbai,2 Stops,25h 25m,10 Feb 22,7177
2181,Go First,09:15,11:55,Bengaluru,Patna,Non Stop,2h 40m,10 Feb 22,3998
5492,Vistara,13:20,08:05+1D,Goa In,Pune,2 Stops,18h 45m,10 Feb 22,16340
9027,Air India,09:30,18:40+1D,Mumbai,Ahmedabad,2 Stops,33h 10m,10 Feb 22,6684
5701,Vistara,12:40,22:50,Guwahati,Bengaluru,2 Stops,10h 10m,10 Feb 22,15469
3785,IndiGo,12:55,23:15,Delhi,Mumbai,1 Stop,10h 20m,10 Feb 22,3957
6023,Air India,09:35,18:40+1D,Hyderabad,Ahmedabad,2 Stops,33h 05m,10 Feb 22,6633
698,Air India,22:20,23:05+1D,Ahmedabad,Mumbai,2 Stops,24h 45m,10 Feb 22,7541
5177,Air India,14:10,19:50+1D,Goa In,Bengaluru,2 Stops,29h 40m,10 Feb 22,8292
9128,IndiGo,10:15,11:55,Mumbai,Bengaluru,Non Stop,1h 40m,10 Feb 22,2122
1343,Air India,13:20,12:10+1D,Bengaluru,Guwahati,1 Stop,22h 50m,10 Feb 22,5700
5219,Air India,23:00,19:20+1D,Goa In,Hyderabad,3 Stops,20h 20m,10 Feb 22,5897
197,Air India,19:20,08:00+1D,Ahmedabad,Chennai,2 Stops,36h 40m,10 Feb 22,8683
1371,Air India,06:45,18:45+1D,Bengaluru,Guwahati,2 Stops,36h 00m,10 Feb 22,6709
348,Go First,20:05,06:10+1D,Ahmedabad,Goa In,1 Stop,10h 05m,10 Feb 22,3951
4025,Go First,15:30,17:35,Delhi,Pune,Non Stop,2h 05m,10 Feb 22,2244
3030,Vistara,19:00,08:50+1D,Delhi,Bengaluru,1 Stop,13h 50m,10 Feb 22,10678
4236,Vistara,20:30,07:50+1D,Chennai,Ahmedabad,2 Stops,35h 20m,10 Feb 22,16171
2609,AirAsia I.,07:15,18:20,Bhubaneswar,Bengaluru,2 Stops,11h 05m,10 Feb 22,4382
8439,Vistara,10:05,19:15,Lucknow,Bengaluru,2 Stops,9h 10m,10 Feb 22,13225
777,IndiGo,08:45,15:00,Ahmedabad,Patna,1 Stop,6h 15m,10 Feb 22,3668
5999,Air India,11:20,19:55+1D,Hyderabad,Ahmedabad,2 Stops,32h 35m,10 Feb 22,5873
1166,Go First,10:00,22:20,Bengaluru,Chennai,1 Stop,12h 20m,10 Feb 22,3575
3945,SpiceJet,07:25,09:00,Delhi,Patna,Non Stop,1h 35m,10 Feb 22,2188
2368,Air India,10:25,21:10,Bengaluru,Pune,1 Stop,10h 45m,10 Feb 22,5090
45,Indigo,23:35,06:25,Delhi,Goa,1-Stop,06h 50m,29 Jan,3562
6650,Air India,14:00,22:30+1D,Jaipur,Bengaluru,2 Stops,32h 30m,10 Feb 22,6957
5681,Vistara,12:40,20:25,Guwahati,Bengaluru,1 Stop,7h 45m,10 Feb 22,12159
5839,IndiGo,15:25,22:10,Guwahati,Mumbai,1 Stop,6h 45m,10 Feb 22,5637
63,Air India,21:00,12:50+1D,Ahmedabad,Bengaluru,2 Stops,15h 50m,10 Feb 22,6829
1344,Air India,17:50,18:45+1D,Bengaluru,Guwahati,1 Stop,24h 55m,10 Feb 22,5700
2052,Air India,13:20,22:10,Bengaluru,Mumbai,1 Stop,8h 50m,10 Feb 22,5319
3356,Vistara,17:45,12:45+1D,Delhi,Goa In,1 Stop,19h 00m,10 Feb 22,12096
589,Vistara,06:45,22:45,Ahmedabad,Kolkata,1 Stop,16h 00m,10 Feb 22,9122
9270,Vistara,10:25,20:25,Mumbai,Bengaluru,1 Stop,10h 00m,10 Feb 22,11127
204,IndiGo,20:15,"06:05
+ 1 day",Bangalore,Kolkata,1 Stop,9h 50m,"Thu, 10 Feb","3,049"
5627,Air India,16:30,22:15+1D,Guwahati,Bengaluru,2 Stops,29h 45m,10 Feb 22,5177
4781,Go First,13:45,23:35,Chennai,Kolkata,1 Stop,9h 50m,10 Feb 22,4148
5264,Air India,21:00,23:35+1D,Goa In,Hyderabad,2 Stops,26h 35m,10 Feb 22,7323
334,IndiGo,06:35,17:10,Hyderabad,Kolkata,1 Stop,10h 35m,"Mon, 28 Feb","2,080"
2285,Vistara,19:55,10:05+1D,Bengaluru,Patna,2 Stops,38h 10m,10 Feb 22,13124
5774,IndiGo,11:30,15:45,Guwahati,Kolkata,1 Stop,4h 15m,10 Feb 22,3857
2100,Air India,07:55,21:35+1D,Bengaluru,Mumbai,3 Stops,37h 40m,10 Feb 22,8461
3722,Vistara,16:45,16:55+1D,Delhi,Kolkata,1 Stop,24h 10m,10 Feb 22,12988
9750,Air India,18:00,18:45+1D,Mumbai,Guwahati,1 Stop,24h 45m,10 Feb 22,4963
6911,Air India,14:00,08:05+1D,Jaipur,Kolkata,2 Stops,18h 05m,10 Feb 22,5595
9595,SpiceJet,11:35,12:50,Mumbai,Goa In,Non Stop,1h 15m,10 Feb 22,2017
4341,Vistara,12:30,19:30+1D,Chennai,Bengaluru,2 Stops,31h 00m,10 Feb 22,12274
3331,Air India,04:55,22:25,Delhi,Goa In,2 Stops,17h 30m,10 Feb 22,8234
2907,AirAsia I.,08:20,14:40,Delhi,Bengaluru,1 Stop,6h 20m,10 Feb 22,3779
198,SpiceJet,05:55,08:00,Mumbai,Jaipur,Non Stop,2h 05m,"Tue, 8 Feb","2,025"
5246,Air India,14:10,11:55+1D,Goa In,Hyderabad,1 Stop,21h 45m,10 Feb 22,6341
3056,Vistara,05:45,17:45,Delhi,Bengaluru,1 Stop,12h 00m,10 Feb 22,10678
3186,Vistara,10:20,19:55,Delhi,Chennai,1 Stop,9h 35m,10 Feb 22,11518
21,Go First,22:05,08:40+1D,Ahmedabad,Bengaluru,1 Stop,10h 35m,10 Feb 22,4569
6888,Go First,09:05,11:35,Jaipur,Kolkata,Non Stop,2h 30m,10 Feb 22,3596
1506,Go First,17:00,09:30+1D,Bengaluru,Hyderabad,1 Stop,16h 30m,10 Feb 22,4335
5,SpiceJet,05:05,16:50,Ahmedabad,Bengaluru,1 Stop,11h 45m,10 Feb 22,3708
222,Air India,06:05,20:00,Delhi,Dubai,1-Stop,15h 25m,15 Jan,20500
3802,Air India,18:10,15:50+1D,Delhi,Mumbai,1 Stop,21h 40m,10 Feb 22,4819
6324,Air India,06:30,10:55+1D,Hyderabad,Chennai,2 Stops,28h 25m,10 Feb 22,6293
8437,Vistara,15:25,22:50,Lucknow,Bengaluru,2 Stops,7h 25m,10 Feb 22,13225
9228,Air India,15:35,22:15+1D,Mumbai,Bengaluru,3 Stops,30h 40m,10 Feb 22,5798
7969,SpiceJet,21:40,23:50+1D,Kolkata,Mumbai,1 Stop,26h 10m,10 Feb 22,5920
7848,Vistara,17:35,12:15+1D,Kolkata,Hyderabad,1 Stop,18h 40m,10 Feb 22,10245
8448,Vistara,10:05,22:50,Lucknow,Bengaluru,2 Stops,12h 45m,10 Feb 22,13225
7502,Vistara,20:25,10:50+1D,Kolkata,Bengaluru,1 Stop,14h 25m,10 Feb 22,11673
263,Air Asia,20:45,22:00,Bangalore,Goa,Non Stop,1h 15m,"Fri, 11 Feb","2,600"
397,Air India,22:20,20:30+1D,Ahmedabad,Goa In,2 Stops,22h 10m,10 Feb 22,7042
2163,Vistara,07:00,19:05,Bengaluru,Mumbai,1 Stop,12h 05m,10 Feb 22,11203
4023,IndiGo,17:25,20:00,Delhi,Pune,Non Stop,2h 35m,10 Feb 22,2244
1582,Vistara,21:10,19:55+1D,Bengaluru,Hyderabad,1 Stop,22h 45m,10 Feb 22,11203
750,Vistara,20:40,11:10+1D,Ahmedabad,Mumbai,1 Stop,14h 30m,10 Feb 22,10625
4289,Air India,17:00,20:05+1D,Chennai,Bengaluru,1 Stop,27h 05m,10 Feb 22,5049
6900,Go First,08:45,23:35,Jaipur,Kolkata,1 Stop,14h 50m,10 Feb 22,4663
3151,Air India,18:30,10:55+1D,Delhi,Chennai,2 Stops,40h 25m,10 Feb 22,6741
161,Indigo,04:50,06:55,Delhi,Pune,Non-Stop,02h 05m,14 Jan,2116
8315,Go First,10:45,21:25,Lucknow,Bengaluru,1 Stop,10h 40m,10 Feb 22,4495
2611,IndiGo,12:40,18:55,Bhubaneswar,Bengaluru,1 Stop,6h 15m,10 Feb 22,4914
9008,Air India,05:45,18:40+1D,Mumbai,Ahmedabad,2 Stops,36h 55m,10 Feb 22,5591
3671,Air India,21:15,05:15+1D,Delhi,Kolkata,1 Stop,8h 00m,10 Feb 22,6107
9815,Air India,05:05,18:45+1D,Mumbai,Guwahati,2 Stops,37h 40m,10 Feb 22,7866
783,IndiGo,08:45,17:45,Ahmedabad,Patna,1 Stop,9h 00m,10 Feb 22,3795
746,Vistara,08:25,19:05,Ahmedabad,Mumbai,1 Stop,10h 40m,10 Feb 22,10625
9257,Vistara,17:35,23:20,Mumbai,Bengaluru,1 Stop,5h 45m,10 Feb 22,11127
6399,Air India,09:35,14:45+1D,Hyderabad,Goa In,2 Stops,29h 10m,10 Feb 22,5344
455,Vistara,18:45,"09:55
+ 1 day",Kolkata,Chennai,1 Stop,15h 10m,"Fri, 11 Feb","4,675"
4089,Go First,13:45,19:25,Chennai,Ahmedabad,1 Stop,5h 40m,10 Feb 22,3629
3254,Go First,21:00,06:10+1D,Delhi,Goa In,1 Stop,9h 10m,10 Feb 22,3892
4142,IndiGo,13:05,19:05,Chennai,Ahmedabad,1 Stop,6h 00m,10 Feb 22,7112
5146,Go First,17:40,08:40+1D,Goa In,Bengaluru,1 Stop,15h 00m,10 Feb 22,6860
5247,Air India,21:00,20:50+1D,Goa In,Hyderabad,2 Stops,23h 50m,10 Feb 22,6408
204,Indigo,01:15,02:50,Mumbai,Bangalore,Non-Stop,01h 35m,29 Jan,2125
2914,AirAsia I.,07:10,00:25+1D,Delhi,Bengaluru,1 Stop,17h 15m,10 Feb 22,3779
224,IndiGo,17:15,"02:05
+ 1 day",Bangalore,New Delhi,1 Stop,8h 50m,"Thu, 3 Mar","2,456"
88,Air India,19:20,23:55+1D,Ahmedabad,Bengaluru,2 Stops,28h 35m,10 Feb 22,8089
5370,Go First,14:00,18:15,Goa In,Pune,1 Stop,4h 15m,10 Feb 22,3757
4309,Air India,06:05,12:50+1D,Chennai,Bengaluru,2 Stops,30h 45m,10 Feb 22,6621
7333,Air India,09:50,21:30,Kolkata,Ahmedabad,2 Stops,11h 40m,10 Feb 22,6865
5495,AirAsia I.,21:10,00:25+1D,Guwahati,Bengaluru,Non Stop,3h 15m,10 Feb 22,9037
2901,Go First,19:55,03:00+1D,Delhi,Bengaluru,1 Stop,7h 05m,10 Feb 22,3566
9801,Air India,05:45,18:45+1D,Mumbai,Guwahati,2 Stops,37h 00m,10 Feb 22,6653
756,Vistara,20:40,17:40+1D,Ahmedabad,Mumbai,1 Stop,21h 00m,10 Feb 22,10625
8833,Vistara,10:05,23:50,Lucknow,Mumbai,1 Stop,13h 45m,10 Feb 22,8500
9695,Air India,09:50,17:00+1D,Mumbai,Goa In,4 Stops,31h 10m,10 Feb 22,9072
2184,IndiGo,06:20,17:15,Bengaluru,Patna,1 Stop,10h 55m,10 Feb 22,3854
8463,Vistara,15:25,10:45+1D,Lucknow,Bengaluru,2 Stops,19h 20m,10 Feb 22,13225
15,Go First,18:05,23:25,New Delhi,Goa,1 Stop,5h 20m,"Sat, 19 Mar","3,894"
5820,Air India,18:10,20:05+1D,Guwahati,Mumbai,1 Stop,25h 55m,10 Feb 22,4927
2216,Air India,02:40,14:10,Bengaluru,Patna,1 Stop,11h 30m,10 Feb 22,5386
5703,Vistara,18:05,08:50+1D,Guwahati,Bengaluru,2 Stops,14h 45m,10 Feb 22,15469
7863,Vistara,20:25,17:00+1D,Kolkata,Hyderabad,1 Stop,20h 35m,10 Feb 22,10423
4927,Go First,05:30,15:20,Chennai,Mumbai,1 Stop,9h 50m,10 Feb 22,5879
6176,Air India,11:20,20:05,Hyderabad,Bengaluru,1 Stop,8h 45m,10 Feb 22,5055
1141,Vistara,18:50,09:05+1D,Bengaluru,Bhubaneswar,1 Stop,14h 15m,10 Feb 22,11203
5431,Air India,21:00,21:10+1D,Goa In,Pune,2 Stops,24h 10m,10 Feb 22,7472
375,Go First,22:20,"07:30
+ 1 day",Hyderabad,Ahmedabad,1 Stop,9h 10m,"Sun, 27 Feb","3,754"
1646,Air India,13:20,13:15+1D,Bengaluru,Jaipur,2 Stops,23h 55m,10 Feb 22,6970
2985,Vistara,19:50,22:40,Delhi,Bengaluru,Non Stop,2h 50m,10 Feb 22,7423
7276,Vistara,19:55,12:35+1D,Kochi,Mumbai,1 Stop,16h 40m,10 Feb 22,12496
9408,Air India,20:15,20:55+1D,Mumbai,Bhubaneswar,2 Stops,24h 40m,10 Feb 22,6305
4558,Air India,08:30,18:45+1D,Chennai,Guwahati,2 Stops,34h 15m,10 Feb 22,8493
4806,IndiGo,16:30,00:10+1D,Chennai,Kolkata,1 Stop,7h 40m,10 Feb 22,5040
820,Air India,18:45,15:25+1D,Ahmedabad,Patna,2 Stops,20h 40m,10 Feb 22,11032
9647,Air India,15:35,20:30+1D,Mumbai,Goa In,3 Stops,28h 55m,10 Feb 22,7080
2939,Air India,18:30,19:50+1D,Delhi,Bengaluru,1 Stop,25h 20m,10 Feb 22,4467
8471,IndiGo,08:30,18:00,Lucknow,Goa In,1 Stop,9h 30m,10 Feb 22,4034
8767,Air India,08:55,23:55+1D,Lucknow,Mumbai,2 Stops,39h 00m,10 Feb 22,5800
7484,Vistara,20:35,08:50+1D,Kolkata,Bengaluru,1 Stop,12h 15m,10 Feb 22,10959
6428,Air India,11:20,14:45+1D,Hyderabad,Goa In,2 Stops,27h 25m,10 Feb 22,6293
2459,Go First,07:20,19:35,Bengaluru,Srinagar,1 Stop,12h 15m,10 Feb 22,6343
5374,SpiceJet,19:30,11:50+1D,Goa In,Pune,1 Stop,16h 20m,10 Feb 22,5462
9537,IndiGo,16:55,21:40,Mumbai,Chennai,1 Stop,4h 45m,10 Feb 22,6290
4198,Vistara,07:00,07:50+1D,Chennai,Ahmedabad,2 Stops,24h 50m,10 Feb 22,16171
7394,IndiGo,21:20,00:05+1D,Kolkata,Bengaluru,Non Stop,2h 45m,10 Feb 22,3860
1223,Vistara,19:55,19:55+1D,Bengaluru,Chennai,2 Stops,24h 00m,10 Feb 22,12410
4129,Air India,17:00,19:55+1D,Chennai,Ahmedabad,2 Stops,26h 55m,10 Feb 22,5867
5337,Go First,17:00,18:20,Goa In,Mumbai,Non Stop,1h 20m,10 Feb 22,1998
9820,Air India,09:50,18:45+1D,Mumbai,Guwahati,2 Stops,32h 55m,10 Feb 22,8206
8782,Air India,17:05,23:55+1D,Lucknow,Mumbai,3 Stops,30h 50m,10 Feb 22,6440
510,IndiGo,23:55,"08:10
+ 1 day",Pune,Kolkata,1 Stop,8h 15m,"Sat, 12 Mar","3,842"
7541,Air India,09:55,20:55,Kolkata,Bhubaneswar,2 Stops,11h 00m,10 Feb 22,8420
8688,Vistara,15:25,16:55+1D,Lucknow,Kolkata,2 Stops,25h 30m,10 Feb 22,15535
3634,Air India,09:00,08:50+1D,Delhi,Kolkata,1 Stop,23h 50m,10 Feb 22,4931
320,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
4315,Air India,14:55,16:15+1D,Chennai,Bengaluru,3 Stops,25h 20m,10 Feb 22,6695
7205,Go First,19:55,10:20+1D,Kochi,Bengaluru,1 Stop,14h 25m,10 Feb 22,15935
22,Air India,21:00,08:55+1D,Ahmedabad,Bengaluru,1 Stop,11h 55m,10 Feb 22,4890
9773,Air India,08:00,11:05+1D,Mumbai,Guwahati,2 Stops,27h 05m,10 Feb 22,5725
6309,Air India,20:50,19:00+1D,Hyderabad,Chennai,1 Stop,22h 10m,10 Feb 22,4542
1307,Vistara,19:40,13:50+1D,Bengaluru,Goa In,1 Stop,18h 10m,10 Feb 22,12631
5010,IndiGo,06:10,17:45,Chennai,Patna,1 Stop,11h 35m,10 Feb 22,4965
9351,Air India,19:00,13:05+1D,Mumbai,Bhubaneswar,1 Stop,18h 05m,10 Feb 22,4531
6675,Go First,11:20,23:40,Jaipur,Bengaluru,1 Stop,12h 20m,10 Feb 22,7733
5798,Vistara,18:05,18:05+1D,Guwahati,Kolkata,1 Stop,24h 00m,10 Feb 22,10969
9508,Air India,16:00,08:55+1D,Mumbai,Chennai,1 Stop,16h 55m,10 Feb 22,4415
388,Air India,22:20,13:15+1D,Ahmedabad,Goa In,1 Stop,14h 55m,10 Feb 22,6047
7703,Vistara,20:35,14:05+1D,Kolkata,Goa In,2 Stops,17h 30m,10 Feb 22,14896
5019,Air India,14:55,12:10+1D,Chennai,Patna,2 Stops,21h 15m,10 Feb 22,5714
98,Air Asia,18:45,21:10,New Delhi,Guwahati,Non Stop,2h 25m,"Thu, 10 Mar","2,900"
7339,Air India,19:00,18:40+1D,Kolkata,Ahmedabad,2 Stops,23h 40m,10 Feb 22,7072
7,Go First,07:10,16:10,Ahmedabad,Bengaluru,1 Stop,9h 00m,10 Feb 22,4077
5445,Vistara,14:40,16:20+1D,Goa In,Pune,2 Stops,25h 40m,10 Feb 22,15226
282,Air India,18:45,13:15+1D,Ahmedabad,Goa In,1 Stop,18h 30m,10 Feb 22,8683
7715,Vistara,20:25,12:45+1D,Kolkata,Goa In,2 Stops,16h 20m,10 Feb 22,17280
8328,Air India,08:55,22:15+1D,Lucknow,Bengaluru,2 Stops,37h 20m,10 Feb 22,4855
6086,Vistara,08:30,22:35,Hyderabad,Ahmedabad,2 Stops,14h 05m,10 Feb 22,14741
8545,Air India,20:15,20:30+1D,Lucknow,Goa In,2 Stops,24h 15m,10 Feb 22,8225
1930,Vistara,08:30,16:55,Bengaluru,Kolkata,1 Stop,8h 25m,10 Feb 22,10489
7025,Air India,03:45,20:45+1D,Jaipur,Mumbai,2 Stops,41h 00m,10 Feb 22,5498
4039,Go First,06:05,20:15,Delhi,Pune,1 Stop,14h 10m,10 Feb 22,4326
1959,Vistara,11:30,18:05,Bengaluru,Kolkata,1 Stop,6h 35m,10 Feb 22,11203
228,Go First,00:35,12:45,Ahmedabad,Goa In,1 Stop,12h 10m,10 Feb 22,5058
5637,Air India,15:45,16:15+1D,Guwahati,Bengaluru,1 Stop,24h 30m,10 Feb 22,5985
5003,IndiGo,06:10,15:00,Chennai,Patna,1 Stop,8h 50m,10 Feb 22,4838
238,IndiGo,08:05,18:00,Bangalore,Lucknow,1 Stop,9h 55m,"Mon, 14 Mar","3,692"
3863,Air India,05:30,16:25,Delhi,Mumbai,1 Stop,10h 55m,10 Feb 22,6310
1960,Vistara,11:30,19:35,Bengaluru,Kolkata,1 Stop,8h 05m,10 Feb 22,11203
3251,Go First,07:00,16:30,Delhi,Goa In,1 Stop,9h 30m,10 Feb 22,3892
9359,Air India,15:35,20:55+1D,Mumbai,Bhubaneswar,2 Stops,29h 20m,10 Feb 22,4531
8654,Air India,20:15,05:15+1D,Lucknow,Kolkata,2 Stops,33h 00m,10 Feb 22,7658
7420,Go First,12:30,00:35+1D,Kolkata,Bengaluru,1 Stop,12h 05m,10 Feb 22,5538
8668,Air India,17:05,16:45+1D,Lucknow,Kolkata,3 Stops,23h 40m,10 Feb 22,9395
7293,Vistara,09:30,21:35,Kochi,Mumbai,2 Stops,12h 05m,10 Feb 22,15919
5361,Vistara,14:40,23:00,Goa In,Mumbai,2 Stops,8h 20m,10 Feb 22,11120
176,Indigo,17:25,20:00,Delhi,Pune,Non-Stop,02h 35m,15 Jan,4931
8726,Air India,20:15,21:15+1D,Lucknow,Mumbai,1 Stop,25h 00m,10 Feb 22,4025
3686,Air India,16:30,20:05+1D,Delhi,Kolkata,2 Stops,27h 35m,10 Feb 22,7247
4546,Air India,14:55,12:10+1D,Chennai,Guwahati,2 Stops,21h 15m,10 Feb 22,6343
9929,Go First,15:00,22:10,Mumbai,Hyderabad,1 Stop,7h 10m,10 Feb 22,5508
3870,Air India,22:00,22:25+1D,Delhi,Mumbai,1 Stop,24h 25m,10 Feb 22,7371
3060,Vistara,07:30,20:55,Delhi,Bengaluru,1 Stop,13h 25m,10 Feb 22,10678
4776,IndiGo,11:50,19:15,Chennai,Kolkata,1 Stop,7h 25m,10 Feb 22,3323
4780,Go First,17:40,07:55+1D,Chennai,Kolkata,1 Stop,14h 15m,10 Feb 22,3997
